,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
5418,36317,CA-2014-136511,24-03-2014,26-03-2014,Second Class,MZ-17515,Mary Zewe,Corporate,New York City,New York,United States,10011.0,US,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,347.58,3,0.0,17.379,61.58,High
5421,32635,CA-2014-100524,01-04-2014,03-04-2014,Second Class,CM-12115,Chad McGuire,Consumer,New York City,New York,United States,10011.0,US,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,3,0.0,176.1708,61.55,High
5494,41176,CA-2013-122581,22-08-2013,26-08-2013,Standard Class,JK-15370,Jay Kimmel,Consumer,New York City,New York,United States,10035.0,US,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",573.174,7,0.1,63.686,60.93,High
5565,37801,CA-2014-128265,18-11-2014,23-11-2014,Second Class,VW-21775,Victoria Wilson,Corporate,New York City,New York,United States,10011.0,US,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,0.0,349.3392,60.32,Medium
5839,38693,CA-2013-110975,26-12-2013,31-12-2013,Standard Class,DB-12970,Darren Budd,Corporate,New York City,New York,United States,10024.0,US,East,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,866.646,3,0.1,173.3292,57.9,Medium
5880,32221,CA-2013-149797,16-09-2013,21-09-2013,Standard Class,AH-10075,Adam Hart,Corporate,New York City,New York,United States,10011.0,US,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488,57.49,Medium
5899,31616,CA-2011-164973,04-11-2011,09-11-2011,Standard Class,NM-18445,Nathan Mautz,Home Office,New York City,New York,United States,10024.0,US,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,6,0.0,80.0226,57.31,High
5994,31777,CA-2013-100790,27-06-2013,03-07-2013,Standard Class,JG-15805,John Grady,Corporate,New York City,New York,United States,10024.0,US,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0.0,84.51,56.38,Medium
6052,36426,CA-2011-160766,14-09-2011,14-09-2011,Same Day,DM-13015,Darrin Martin,Consumer,New York City,New York,United States,10009.0,US,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,287.97,3,0.0,80.6316,55.83,High
6239,35457,CA-2014-115546,15-05-2014,19-05-2014,Standard Class,AH-10465,Amy Hunt,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539.97,3,0.0,134.9925,54.33,High
6280,37487,CA-2013-157259,25-12-2013,29-12-2013,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,United States,10035.0,US,East,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,799.56,9,0.0,207.8856,54.04,Medium
6306,32266,CA-2014-135279,10-04-2014,12-04-2014,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,United States,10011.0,US,East,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0.0,0.0,53.87,High
6384,36912,CA-2013-158001,24-08-2013,28-08-2013,Standard Class,JP-15460,Jennifer Patt,Corporate,New York City,New York,United States,10035.0,US,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,5,0.0,281.016,53.27,Medium
6388,37397,CA-2014-100111,21-09-2014,27-09-2014,Standard Class,SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1299.66,2,0.0,350.9082,53.23,Medium
6538,39342,CA-2013-145611,21-09-2013,25-09-2013,Standard Class,HA-14905,Helen Abelman,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,393.25,5,0.0,129.7725,52.25,High
6619,35271,CA-2013-167556,30-03-2013,03-04-2013,Standard Class,JM-15250,Janet Martin,Consumer,New York City,New York,United States,10009.0,US,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414.0,8,0.0,124.2,51.69,Medium
6835,38074,US-2014-166037,29-01-2014,02-02-2014,Standard Class,CL-12700,Craig Leslie,Home Office,New York City,New York,United States,10009.0,US,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,449.91,9,0.0,157.4685,50.07,Medium
6863,33179,CA-2012-109512,05-03-2012,05-03-2012,Same Day,LF-17185,Luke Foster,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0.0,67.608,49.81,Critical
6869,37663,CA-2014-144848,05-04-2014,06-04-2014,First Class,DS-13030,Darrin Sayre,Home Office,New York City,New York,United States,10009.0,US,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1,0.0,7.2111,49.78,Medium
6874,31960,CA-2013-123666,27-03-2013,31-03-2013,Standard Class,SP-20545,Sibella Parks,Corporate,New York City,New York,United States,10011.0,US,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95,5,0.0,18.398,49.75,High
6985,39310,CA-2014-120138,26-05-2014,26-05-2014,Same Day,TB-21625,Trudy Brown,Consumer,New York City,New York,United States,10009.0,US,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,120.0,8,0.0,13.2,48.95,Critical
7058,38632,CA-2012-113152,25-12-2012,30-12-2012,Standard Class,JK-15625,Jim Karlsson,Consumer,New York City,New York,United States,10024.0,US,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,0.0,371.316,48.46,High
7084,36524,CA-2013-119865,22-06-2013,27-06-2013,Standard Class,AS-10090,Adam Shillingsburg,Consumer,New York City,New York,United States,10011.0,US,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568,2,0.2,-44.196,48.18,High
7095,32523,CA-2013-126004,05-12-2013,06-12-2013,First Class,BM-11140,Becky Martin,Consumer,New York City,New York,United States,10024.0,US,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,0.0,3.6588,48.1,High
7251,37373,CA-2013-151561,02-09-2013,08-09-2013,Standard Class,PG-18820,Patrick Gardner,Consumer,New York City,New York,United States,10011.0,US,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0.0,206.316,47.09,Medium
7309,35765,CA-2014-168641,25-11-2014,02-12-2014,Standard Class,KA-16525,Kelly Andreada,Consumer,New York City,New York,United States,10035.0,US,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568,2,0.2,-16.0784,46.66,Low
7318,37270,CA-2012-143980,25-12-2012,29-12-2012,Standard Class,JK-15640,Jim Kriz,Home Office,New York City,New York,United States,10011.0,US,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96,2,0.0,124.488,46.58,High
7323,39095,CA-2014-166184,25-03-2014,28-03-2014,First Class,HR-14830,Harold Ryan,Corporate,New York City,New York,United States,10035.0,US,East,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,469.99,1,0.0,136.2971,46.56,High
7380,33596,CA-2012-113145,01-11-2012,05-11-2012,Standard Class,VD-21670,Valerie Dominguez,Consumer,New York City,New York,United States,10011.0,US,East,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96,4,0.0,125.99,46.13,Medium
7392,33937,CA-2014-108441,13-06-2014,19-06-2014,Standard Class,SB-20170,Sarah Bern,Consumer,New York City,New York,United States,10035.0,US,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,858.24,4,0.1,143.04,46.01,Medium
7399,33920,CA-2014-127180,23-10-2014,25-10-2014,First Class,TA-21385,Tom Ashbrook,Home Office,New York City,New York,United States,10024.0,US,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.968,4,0.2,3919.9888,45.98,High
7419,34515,CA-2014-104640,11-11-2014,17-11-2014,Standard Class,FH-14275,Frank Hawley,Corporate,New York City,New York,United States,10024.0,US,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,430.88,2,0.0,124.9552,45.88,Low
7496,34301,CA-2013-131499,09-09-2013,11-09-2013,First Class,MG-17875,Michael Grace,Home Office,New York City,New York,United States,10011.0,US,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,1,0.0,62.244,45.28,High
7502,37847,CA-2012-126739,01-11-2012,03-11-2012,Second Class,JH-16180,Justin Hirsh,Consumer,New York City,New York,United States,10035.0,US,East,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,327.564,4,0.1,21.8376,45.24,High
7564,32277,CA-2013-144939,04-10-2013,09-10-2013,Standard Class,EB-13870,Emily Burns,Consumer,New York City,New York,United States,10035.0,US,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,6,0.1,93.2232,44.87,Medium
7565,35827,CA-2013-118759,15-11-2013,18-11-2013,First Class,MB-17305,Maria Bertelson,Consumer,New York City,New York,United States,10009.0,US,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.006,2,0.1,72.5344,44.86,Medium
7623,32893,CA-2014-132234,17-10-2014,19-10-2014,First Class,MY-17380,Maribeth Yedwab,Corporate,New York City,New York,United States,10011.0,US,East,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3,13,0.0,175.136,44.49,Medium
7662,40546,CA-2013-127761,11-11-2013,15-11-2013,Standard Class,SW-20275,Scott Williamson,Consumer,New York City,New York,United States,10009.0,US,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,881.93,7,0.0,220.4825,44.26,Medium
7687,39499,CA-2012-114811,08-11-2012,08-11-2012,Same Day,KD-16495,Keith Dawkins,Corporate,New York City,New York,United States,10024.0,US,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,549.98,2,0.0,142.9948,44.1,Medium
7696,38058,CA-2013-162943,25-07-2013,27-07-2013,Second Class,DB-12970,Darren Budd,Corporate,New York City,New York,United States,10035.0,US,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,253.764,2,0.1,31.0156,44.07,Critical
7706,32846,CA-2011-134278,06-07-2011,08-07-2011,First Class,EP-13915,Emily Phan,Consumer,New York City,New York,United States,10011.0,US,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992,1,0.2,174.9975,44.04,Medium
7781,33245,CA-2014-157987,03-09-2014,07-09-2014,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,United States,10009.0,US,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1,0.4,-93.3262,43.54,High
7804,37124,CA-2014-161067,04-09-2014,07-09-2014,Second Class,KB-16405,Katrina Bavinger,Home Office,New York City,New York,United States,10035.0,US,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,181.764,2,0.1,-8.0784,43.39,High
7825,36797,CA-2014-164378,16-07-2014,19-07-2014,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,United States,10024.0,US,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.146,6,0.1,88.5528,43.28,Medium
7868,32539,US-2013-162859,15-02-2013,22-02-2013,Standard Class,PG-18820,Patrick Gardner,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,124.485,43.09,Low
7927,32264,CA-2014-135279,10-04-2014,12-04-2014,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,United States,10011.0,US,East,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,4,0.0,91.968,42.83,High
7970,33656,US-2011-148838,17-03-2011,21-03-2011,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,United States,10024.0,US,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",613.908,3,0.4,-122.7816,42.57,Medium
8061,35346,CA-2014-136350,25-06-2014,27-06-2014,Second Class,GA-14515,George Ashbrook,Consumer,New York City,New York,United States,10011.0,US,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",276.69,3,0.0,49.8042,42.07,Critical
8063,38395,CA-2014-144596,07-11-2014,11-11-2014,Standard Class,CD-11980,Carol Darley,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,318.96,9,0.0,149.9112,42.06,High
8090,31617,CA-2011-164973,04-11-2011,09-11-2011,Standard Class,NM-18445,Nathan Mautz,Home Office,New York City,New York,United States,10024.0,US,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6,41.89,High
8347,41223,CA-2012-159534,20-03-2012,23-03-2012,First Class,DH-13075,Dave Hallsten,Corporate,New York City,New York,United States,10035.0,US,East,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,199.98,2,0.0,53.9946,40.45,High
8380,32271,US-2014-103247,06-10-2014,09-10-2014,Second Class,PO-19195,Phillina Ober,Home Office,New York City,New York,United States,10011.0,US,East,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93,7,0.0,3.2186,40.28,Critical
8393,39458,CA-2012-120915,28-09-2012,03-10-2012,Second Class,JJ-15445,Jennifer Jackson,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",293.52,6,0.0,76.3152,40.22,Medium
8647,33158,US-2014-121251,27-03-2014,28-03-2014,First Class,GM-14440,Gary McGarr,Consumer,New York City,New York,United States,10009.0,US,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,0.0,33.5888,38.94,Critical
8648,36031,CA-2013-120530,08-04-2013,13-04-2013,Standard Class,Dl-13600,Dorris liebe,Corporate,New York City,New York,United States,10035.0,US,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746,3,0.1,146.388,38.94,Medium
8681,38242,CA-2013-106243,01-10-2013,05-10-2013,Standard Class,GM-14680,Greg Matthias,Consumer,New York City,New York,United States,10011.0,US,East,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",523.92,5,0.2,-26.196,38.76,High
8750,34607,CA-2013-111416,18-09-2013,23-09-2013,Standard Class,LW-17215,Luke Weiss,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,232.4,5,0.2,78.435,38.42,High
8785,38127,CA-2013-140438,25-12-2013,28-12-2013,Second Class,PW-19030,Pauline Webber,Corporate,New York City,New York,United States,10009.0,US,East,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,197.97,3,0.0,53.4519,38.29,Medium
8791,32203,CA-2014-143259,31-12-2014,04-01-2015,Standard Class,PO-18865,Patrick O'Donnell,Consumer,New York City,New York,United States,10009.0,US,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.136,4,0.2,12.1176,38.27,High
8953,40309,CA-2013-121447,21-02-2013,22-02-2013,First Class,EA-14035,Erin Ashbrook,Corporate,New York City,New York,United States,10011.0,US,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",135.8,7,0.0,66.542,37.49,Critical
8958,40655,CA-2013-168046,25-01-2013,28-01-2013,Second Class,JD-15895,Jonathan Doherty,Corporate,New York City,New York,United States,10024.0,US,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,313.722,3,0.4,-99.3453,37.48,Medium
9119,39697,CA-2012-110814,05-12-2012,09-12-2012,Second Class,BD-11635,Brian Derr,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,232.4,5,0.2,78.435,36.67,Medium
9129,33478,CA-2013-128818,08-05-2013,12-05-2013,Standard Class,CJ-12010,Caroline Jumper,Consumer,New York City,New York,United States,10009.0,US,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,442.764,4,0.1,59.0352,36.63,Medium
9194,35121,CA-2012-140984,14-09-2012,18-09-2012,Standard Class,CC-12685,Craig Carroll,Consumer,New York City,New York,United States,10011.0,US,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.984,2,0.2,329.994,36.27,Medium
9261,37670,CA-2014-143035,04-10-2014,06-10-2014,Second Class,CC-12430,Chuck Clark,Home Office,New York City,New York,United States,10009.0,US,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0.0,66.9546,35.97,Medium
9278,35499,CA-2012-143105,10-12-2012,10-12-2012,Same Day,MA-17560,Matt Abelman,Home Office,New York City,New York,United States,10024.0,US,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,184.66,7,0.0,84.9436,35.87,High
9319,38406,CA-2013-109666,20-04-2013,27-04-2013,Standard Class,KM-16720,Kunst Miller,Consumer,New York City,New York,United States,10035.0,US,East,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,459.88,4,0.0,13.7964,35.66,Medium
9406,33435,US-2014-157896,17-11-2014,17-11-2014,Same Day,CB-12415,Christy Brittain,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0.0,73.41,35.2,Critical
9448,32220,CA-2012-111164,11-04-2012,15-04-2012,Standard Class,SE-20110,Sanjit Engle,Consumer,New York City,New York,United States,10009.0,US,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5,0.0,113.848,35.03,Medium
9472,36901,CA-2012-142475,03-12-2012,07-12-2012,Standard Class,BS-11380,Bill Stewart,Corporate,New York City,New York,United States,10011.0,US,East,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,6,0.2,206.6232,34.96,Medium
9592,39591,US-2014-146906,14-03-2014,18-03-2014,Standard Class,MT-17815,Meg Tillman,Consumer,New York City,New York,United States,10011.0,US,East,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,0.0,74.975,34.52,Medium
9629,32875,CA-2013-102456,27-02-2013,02-03-2013,First Class,DL-12865,Dan Lawera,Consumer,New York City,New York,United States,10011.0,US,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,0.0,49.5552,34.37,Medium
9749,39488,US-2014-155866,18-11-2014,22-11-2014,Standard Class,CC-12370,Christopher Conant,Consumer,New York City,New York,United States,10011.0,US,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4,0.0,76.9816,33.93,High
